"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push","Nov 10, 2025, 4:55 PM","Nov 10, 2025, 6:06 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",15,12,,,8.5
"Push","Nov 10, 2025, 4:55 PM","Nov 10, 2025, 6:06 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",15,12,,,9.5
"Push","Nov 10, 2025, 4:55 PM","Nov 10, 2025, 6:06 PM","","Triceps Rope Pushdown",,"",0,"normal",30,12,,,9
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,12,,,8.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,12,,,9
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,11,,,9.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",60,8,,,10
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,9.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,12,,,9.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,12,,,9.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,12,,,9.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",40,12,,,9
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",40,10,,,10
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,12,,,8.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,12,,,9
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,12,,,9
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,12,,,9.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Shrug (Dumbbell)",,"",0,"normal",20,12,,,8
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Shrug (Dumbbell)",,"",1,"normal",20,12,,,8
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Shrug (Dumbbell)",,"",2,"normal",20,12,,,8.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","Shrug (Dumbbell)",,"",3,"normal",20,12,,,8.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","EZ Bar Biceps Curl",,"",0,"normal",20,12,,,8
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","EZ Bar Biceps Curl",,"",1,"normal",20,12,,,8.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","EZ Bar Biceps Curl",,"",2,"normal",20,12,,,8.5
"Pull","Nov 8, 2025, 4:54 PM","Nov 8, 2025, 5:50 PM","","EZ Bar Biceps Curl",,"",3,"normal",20,12,,,9
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,12,,,9
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,12,,,9.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",60,10,,,10
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,9.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,12,,,9.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,12,,,9.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,12,,,9.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",40,10,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",40,10,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",40,10,,,9
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Cable Row - Bar Wide Grip",,"",3,"normal",40,10,,,9
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,12,,,9
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Shrug (Dumbbell)",,"",0,"normal",20,12,,,8
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Shrug (Dumbbell)",,"",1,"normal",20,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Shrug (Dumbbell)",,"",2,"normal",20,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Shrug (Dumbbell)",,"",3,"normal",20,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","EZ Bar Biceps Curl",,"",0,"normal",20,12,,,8
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","EZ Bar Biceps Curl",,"",1,"normal",20,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","EZ Bar Biceps Curl",,"",2,"normal",20,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","EZ Bar Biceps Curl",,"",3,"normal",20,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Bicep Curl (Machine)",,"",0,"normal",58,12,,,8.5
"Pull","Nov 1, 2025, 4:31 PM","Nov 1, 2025, 5:37 PM","","Bicep Curl (Machine)",,"",1,"normal",58,12,,,8.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,12,,,8.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,12,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,10,,,10
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",60,8,,,10
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,12,,,10
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",40,12,,,9
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",40,12,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",40,12,,,9
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",40,12,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",40,10,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Cable Row - Bar Wide Grip",,"",3,"normal",40,8,,,10
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,12,,,9
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,12,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,12,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,12,,,9.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Shrug (Dumbbell)",,"",0,"normal",20,12,,,8.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Shrug (Dumbbell)",,"",1,"normal",20,12,,,8.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Shrug (Dumbbell)",,"",2,"normal",20,12,,,8.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Shrug (Dumbbell)",,"",3,"normal",20,12,,,9
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","EZ Bar Biceps Curl",,"",0,"normal",20,12,,,8
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","EZ Bar Biceps Curl",,"",1,"normal",20,12,,,8.5
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","EZ Bar Biceps Curl",,"",2,"normal",20,12,,,9
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","EZ Bar Biceps Curl",,"",3,"normal",20,12,,,9
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Bicep Curl (Machine)",,"",0,"normal",58,10,,,9
"Pull","Oct 25, 2025, 4:56 PM","Oct 25, 2025, 5:59 PM","","Bicep Curl (Machine)",,"",1,"normal",58,10,,,9.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Bench Press (Barbell)",,"",0,"normal",40,12,,,8
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Bench Press (Barbell)",,"",1,"normal",45,12,,,8.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Bench Press (Barbell)",,"",2,"normal",45,12,,,9
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",60,12,,,8.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",60,12,,,8.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",60,12,,,9
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",15,12,,,8
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Shoulder Press (Dumbbell)",,"",1,"normal",15,12,,,8
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Shoulder Press (Dumbbell)",,"",2,"normal",15,12,,,8.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Chest Fly (Machine)",,"",0,"normal",55,12,,,8.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Chest Fly (Machine)",,"",1,"normal",55,12,,,9
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Chest Fly (Machine)",,"",2,"normal",55,12,,,9.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Iso-Lateral Row (Machine)",,"",0,"normal",45,12,,,8.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Iso-Lateral Row (Machine)",,"",1,"normal",45,12,,,9
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Iso-Lateral Row (Machine)",,"",2,"normal",45,12,,,9
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,12,,,8
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,12,,,8.5
"Upper","Oct 9, 2025, 8:12 AM","Oct 9, 2025, 9:04 AM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,12,,,8
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,12,,,8.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,12,,,8.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",60,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,8
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,12,,,8.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,12,,,8.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",45,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",45,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",45,12,,,9.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Cable Row - Bar Wide Grip",,"",3,"normal",45,12,,,9.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12.5,12,,,8
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12.5,12,,,8.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12.5,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",12.5,12,,,9.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Shrug (Dumbbell)",,"",0,"normal",30,12,,,8.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Shrug (Dumbbell)",,"",1,"normal",30,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Shrug (Dumbbell)",,"",2,"normal",30,12,,,9
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Shrug (Dumbbell)",,"",3,"normal",30,12,,,10
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","EZ Bar Biceps Curl",,"",0,"normal",30,12,,,8.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,12,,,10
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Bicep Curl (Machine)",,"",0,"normal",63,10,,,9.5
"Pull","Oct 4, 2025, 5:44 PM","Oct 4, 2025, 6:42 PM","","Bicep Curl (Machine)",,"",1,"normal",63,10,,,9.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",60,12,,,9.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,12,,,9.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,12,,,9.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",45,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",45,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",45,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Cable Row - Bar Wide Grip",,"",3,"normal",45,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12.5,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12.5,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12.5,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",12.5,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Shrug (Dumbbell)",,"",0,"normal",25,12,,,7.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Shrug (Dumbbell)",,"",1,"normal",25,12,,,7.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Shrug (Dumbbell)",,"",2,"normal",30,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Shrug (Dumbbell)",,"",3,"normal",30,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","EZ Bar Biceps Curl",,"",0,"normal",30,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","EZ Bar Biceps Curl",,"",1,"normal",30,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","EZ Bar Biceps Curl",,"",2,"normal",30,12,,,9
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","EZ Bar Biceps Curl",,"",3,"normal",30,12,,,9.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Bicep Curl (Machine)",,"",0,"normal",63,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Bicep Curl (Machine)",,"",1,"normal",63,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Bicep Curl (Machine)",,"",2,"normal",63,12,,,8.5
"Pull","Sep 27, 2025, 8:49 AM","Sep 27, 2025, 9:55 AM","","Bicep Curl (Machine)",,"",3,"normal",63,12,,,8.5
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Push Up",,"",0,"normal",,12,,,6
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Push Up",,"",1,"normal",,12,,,6
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Push Up",,"",2,"normal",,12,,,7
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Push Up",,"",3,"normal",,12,,,7
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Arnold Press (Dumbbell)",,"",0,"normal",16,12,,,7.5
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Arnold Press (Dumbbell)",,"",1,"normal",16,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Arnold Press (Dumbbell)",,"",2,"normal",16,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Bent Over Row (Dumbbell)",,"",0,"normal",16,10,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Bent Over Row (Dumbbell)",,"",1,"normal",16,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Bent Over Row (Dumbbell)",,"",2,"normal",16,12,,,8.5
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Bent Over Row (Dumbbell)",,"",3,"normal",16,12,,,8.5
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Goblet Squat",,"",0,"normal",18,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Goblet Squat",,"",1,"normal",18,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Goblet Squat",,"",2,"normal",18,12,,,7.5
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Goblet Squat",,"",3,"normal",18,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Lunge",,"",0,"normal",,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Lunge",,"",1,"normal",,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Lunge",,"",2,"normal",,12,,,8
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Standing Calf Raise",,"",0,"normal",,20,,,6
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Standing Calf Raise",,"",1,"normal",,20,,,6
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Standing Calf Raise",,"",2,"normal",,20,,,6
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Bicep Curl (Dumbbell)",,"",0,"normal",16,12,,,7
"Hotel Full Body Workout","Sep 23, 2025, 7:26 AM","Sep 23, 2025, 8:25 AM","","Bicep Curl (Dumbbell)",,"",1,"normal",16,12,,,7.5
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Bench Press (Barbell)",,"",0,"normal",45,12,,,8
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Bench Press (Barbell)",,"",1,"normal",45,12,,,8
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Bench Press (Barbell)",,"",2,"normal",45,12,,,8.5
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",60,12,,,8
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",60,12,,,8
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",60,12,,,8.5
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",16,12,,,8
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Shoulder Press (Dumbbell)",,"",1,"normal",16,12,,,8
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Shoulder Press (Dumbbell)",,"",2,"normal",16,12,,,8.5
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Chest Fly (Machine)",,"",0,"normal",55,12,,,8
"Upper","Sep 21, 2025, 9:56 AM","Sep 21, 2025, 10:47 AM","","Chest Fly (Machine)",,"",1,"normal",55,12,,,8.5
