"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Romanian Deadlift (Dumbbell)",,"",0,"normal",30,10,,,7
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Romanian Deadlift (Dumbbell)",,"",1,"normal",30,10,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Romanian Deadlift (Dumbbell)",,"",2,"normal",30,10,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Romanian Deadlift (Dumbbell)",,"",3,"normal",30,10,,,8
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Leg Press (Machine)",,"",0,"normal",165,12,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Leg Press (Machine)",,"",1,"normal",165,12,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Leg Press (Machine)",,"",2,"normal",165,12,,,8
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Leg Press (Machine)",,"",3,"normal",165,12,,,8
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Leg Extension (Machine)",,"",0,"normal",71.5,15,,,7
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Leg Extension (Machine)",,"",1,"normal",71.5,15,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Leg Extension (Machine)",,"",2,"normal",71.5,15,,,8
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Squat (Machine)",,"",0,"normal",240,12,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Squat (Machine)",,"",1,"normal",240,12,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Squat (Machine)",,"",2,"normal",240,12,,,8
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Standing Calf Raise (Smith)",,"",0,"normal",30,15,,,7
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Standing Calf Raise (Smith)",,"",1,"normal",30,15,,,7
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Standing Calf Raise (Smith)",,"",2,"normal",30,15,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Standing Calf Raise (Smith)",,"",3,"normal",30,15,,,7.5
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Cable Crunch",,"",0,"normal",70,12,,,7
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Cable Crunch",,"",1,"normal",70,12,,,7
"LOWER","Jun 11, 2026, 1:01 PM","Jun 11, 2026, 2:04 PM","","Cable Crunch",,"",2,"normal",70,12,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Bench Press (Barbell)",,"",0,"normal",50,8,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Bench Press (Barbell)",,"",1,"normal",50,8,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Bench Press (Barbell)",,"",2,"normal",50,8,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Bench Press (Barbell)",,"",3,"normal",50,8,,,8
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Lat Pulldown (Cable)",,"",0,"normal",60,10,,,7
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Lat Pulldown (Cable)",,"",1,"normal",60,10,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Lat Pulldown (Cable)",,"",2,"normal",60,10,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Lat Pulldown (Cable)",,"",3,"normal",60,10,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,10,,,7
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,10,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,10,,,9.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",45,10,,,7
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",45,10,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Seated Cable Row - Bar Grip",,"",2,"normal",45,10,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Seated Cable Row - Bar Grip",,"",3,"normal",45,10,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,15,,,7
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,15,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,15,,,8
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","EZ Bar Biceps Curl",,"",0,"normal",30,12,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,12,,,8
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","EZ Bar Biceps Curl",,"",2,"normal",30,12,,,8.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Triceps Pushdown",,"",0,"normal",50,12,,,7
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Triceps Pushdown",,"",1,"normal",50,12,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Triceps Pushdown",,"",2,"normal",50,12,,,7.5
"UPPER","Jun 10, 2026, 5:41 PM","Jun 10, 2026, 6:58 PM","","Triceps Pushdown",,"",3,"normal",50,12,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Squat (Machine)",,"",0,"normal",280,10,,,7
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Squat (Machine)",,"",1,"normal",280,10,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Squat (Machine)",,"",2,"normal",290,10,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Squat (Machine)",,"",3,"normal",290,10,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Leg Extension (Machine)",,"",0,"normal",78,12,,,7
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Leg Extension (Machine)",,"",1,"normal",78,12,,,7
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Leg Extension (Machine)",,"",2,"normal",78,12,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Leg Extension (Machine)",,"",3,"normal",78,12,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Dumbbell Step Up",,"",0,"normal",17.5,10,,,7
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Dumbbell Step Up",,"",1,"normal",17.5,10,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Dumbbell Step Up",,"",2,"normal",17.5,10,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Seated Calf Raise",,"",0,"normal",60,15,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Seated Calf Raise",,"",1,"normal",60,15,,,8
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Seated Calf Raise",,"",2,"normal",60,15,,,8.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Seated Calf Raise",,"",3,"normal",60,15,,,8.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Cable Crunch",,"",0,"normal",70,12,,,7
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Cable Crunch",,"",1,"normal",70,12,,,7
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Cable Crunch",,"",2,"normal",70,12,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Cable Crunch",,"",3,"normal",70,12,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Hanging Leg Raise",,"",0,"normal",,12,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Hanging Leg Raise",,"",1,"normal",,12,,,7.5
"LEGS","Jun 9, 2026, 2:35 PM","Jun 9, 2026, 3:37 PM","","Hanging Leg Raise",,"",2,"normal",,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,10,,,7
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,10,,,7
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,10,,,7.5
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",60,10,,,7.5
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Lat Pulldown - Close Grip (Cable)",,"",4,"normal",60,10,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,10,,,7
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,10,,,7
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,10,,,7.5
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,10,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Chin Up",,"",0,"normal",,8,,,9
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Single Arm Lat Pulldown",,"",0,"normal",24,12,,,7.5
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Single Arm Lat Pulldown",,"",1,"normal",24,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Single Arm Lat Pulldown",,"",2,"normal",24,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","EZ Bar Biceps Curl",,"",0,"normal",30,12,,,7.5
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","EZ Bar Biceps Curl",,"",2,"normal",30,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",15,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",15,12,,,8.5
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",15,12,,,9
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12.5,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12.5,12,,,8
"PULL","Jun 7, 2026, 2:37 PM","Jun 7, 2026, 3:46 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12.5,12,,,8.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Bench Press (Barbell)",,"",0,"normal",50,8,,,7
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Bench Press (Barbell)",,"",1,"normal",50,8,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Bench Press (Barbell)",,"",2,"normal",50,8,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Bench Press (Barbell)",,"",3,"normal",50,8,,,8
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,10,,,7
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,10,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Incline Bench Press (Dumbbell)",,"",2,"normal",25,10,,,8
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Incline Bench Press (Dumbbell)",,"",3,"normal",25,10,,,8
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Chest Fly (Machine)",,"",0,"normal",55,12,,,7
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Chest Fly (Machine)",,"",1,"normal",55,12,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Chest Fly (Machine)",,"",2,"normal",55,12,,,8
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Chest Fly (Machine)",,"",3,"normal",55,12,,,8
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",12.5,15,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",12.5,15,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",12.5,15,,,8
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Lateral Raise (Dumbbell)",,"",3,"normal",12.5,15,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Face Pull",,"",0,"normal",40,15,,,7
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Face Pull",,"",1,"normal",40,15,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Face Pull",,"",2,"normal",40,15,,,8
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Triceps Pushdown",,"",0,"normal",50,12,,,7
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Triceps Pushdown",,"",1,"normal",50,12,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Triceps Pushdown",,"",2,"normal",50,12,,,7.5
"PUSH","Jun 6, 2026, 5:51 PM","Jun 6, 2026, 7:01 PM","","Triceps Pushdown",,"",3,"normal",50,12,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Bench Press (Barbell)",,"",0,"normal",50,8,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Bench Press (Barbell)",,"",1,"normal",50,8,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Bench Press (Barbell)",,"",2,"normal",50,8,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Bench Press (Barbell)",,"",3,"normal",50,8,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Lat Pulldown (Cable)",,"",0,"normal",60,10,,,7
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Lat Pulldown (Cable)",,"",1,"normal",60,10,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Lat Pulldown (Cable)",,"",2,"normal",60,10,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Lat Pulldown (Cable)",,"",3,"normal",60,10,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,10,,,7
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,10,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Incline Bench Press (Dumbbell)",,"",2,"normal",25,10,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",45,10,,,7
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",45,10,,,7
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Seated Cable Row - Bar Grip",,"",2,"normal",45,10,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Seated Cable Row - Bar Grip",,"",3,"normal",45,10,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,15,,,7
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,15,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,15,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","EZ Bar Biceps Curl",,"",0,"normal",30,12,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,12,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","EZ Bar Biceps Curl",,"",2,"normal",30,12,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Triceps Pushdown",,"",0,"normal",50,12,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Triceps Pushdown",,"",1,"normal",50,12,,,7.5
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Triceps Pushdown",,"",2,"normal",50,12,,,8
"UPPER","Jun 3, 2026, 5:31 PM","Jun 3, 2026, 7:03 PM","","Triceps Pushdown",,"",3,"normal",50,12,,,8
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Squat (Machine)",,"",0,"normal",280,10,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Squat (Machine)",,"",1,"normal",280,10,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Squat (Machine)",,"",2,"normal",280,10,,,8
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Squat (Machine)",,"",3,"normal",280,10,,,8
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Leg Extension (Machine)",,"",0,"normal",78,12,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Leg Extension (Machine)",,"",1,"normal",78,12,,,8
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Leg Extension (Machine)",,"",2,"normal",78,12,,,8
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Dumbbell Step Up",,"",0,"normal",17.5,10,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Dumbbell Step Up",,"",1,"normal",17.5,10,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Dumbbell Step Up",,"",2,"normal",17.5,10,,,8
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Seated Calf Raise",,"",0,"normal",40,15,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Seated Calf Raise",,"",1,"normal",40,15,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Seated Calf Raise",,"",2,"normal",40,15,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Seated Calf Raise",,"",3,"normal",40,15,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Cable Crunch",,"",0,"normal",70,12,,,7
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Cable Crunch",,"",1,"normal",70,12,,,7
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Cable Crunch",,"",2,"normal",70,12,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Cable Crunch",,"",3,"normal",70,12,,,8
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Hanging Leg Raise",,"",0,"normal",,12,,,7.5
"LEGS","Jun 2, 2026, 2:53 PM","Jun 2, 2026, 3:53 PM","","Hanging Leg Raise",,"",1,"normal",,12,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",60,10,,,7
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,10,,,7
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",60,10,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",60,10,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Lat Pulldown - Close Grip (Cable)",,"",4,"normal",60,10,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,10,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,10,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,10,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,10,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Chin Up",,"",0,"normal",,8,,,9.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Single Arm Lat Pulldown",,"",0,"normal",24,12,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Single Arm Lat Pulldown",,"",1,"normal",24,12,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Single Arm Lat Pulldown",,"",2,"normal",24,12,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","EZ Bar Biceps Curl",,"",0,"normal",30,12,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,12,,,7.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","EZ Bar Biceps Curl",,"",2,"normal",30,12,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",12.5,12,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",12.5,12,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",12.5,12,,,8.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12.5,12,,,8
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12.5,12,,,8.5
"PULL","May 31, 2026, 2:28 PM","May 31, 2026, 3:31 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12.5,12,,,9
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Bench Press (Barbell)",,"",0,"normal",50,8,,,7.5
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Bench Press (Barbell)",,"",1,"normal",50,8,,,7.5
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Bench Press (Barbell)",,"",2,"normal",50,8,,,8
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Bench Press (Barbell)",,"",3,"normal",50,8,,,8.5
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,10,,,7.5
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,10,,,8
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Incline Bench Press (Dumbbell)",,"",2,"normal",25,10,,,8
"PUSH","May 30, 2026, 4:45 PM","May 30, 2026, 6:03 PM","","Incline Bench Press (Dumbbell)",,"",3,"normal",25,10,,,8.5
